id,name,set_number,picture,theme_id,,,,
576,Stephanie's Lakeside House,10763-1,,595,,,,
577,City Central Airport,10764-1,,591,,,,
578,Ariel's Underwater Concert,10765-1,,593,,,,
579,Woody & RC,10766-1,,275,,,,
580,Duke Caboom's Stunt Show,10767-1,,275,,,,
581,Buzz and Bo Peep's Playground Adventure,10768-1,,275,,,,
582,Toy Story 4 RV Vacation,10769-1,,275,,,,
583,Buzz & Woody's Carnival Mania!,10770-1,,275,,,,
584,Supplementary Set,1077-1,,528,,,,
585,Carnival Thrill Coaster,10771-1,,275,,,,
586,Animal Mosaic Puzzle,1079-1,,516,,,,
587,Baby Animals,10801-1,,504,,,,
588,Savanna,10802-1,,632,,,,
589,Arctic,10803-1,,504,,,,
590,Jungle,10804-1,,632,,,,
591,Around the World,10805-1,,504,,,,
592,Horses,10806-1,,632,,,,
593,Horse Trailer,10807-1,,632,,,,
594,Little Plane,10808-1,,632,,,,
595,Police Patrol,10809-1,,632,,,,
596,Battery Box,108-1,,243,,,,
597,Push Train,10810-1,,634,,,,
598,Backhoe Loader,10811-1,,632,,,,
599,Truck & Tracked Excavator,10812-1,,632,,,,
600,Big Construction Site,10813-1,,632,,,,
601,Tow Truck,10814-1,,632,,,,
602,My First Rocket,10815-1,,504,,,,
603,My First Cars and Trucks,10816-1,,504,,,,
604,Creative Chest,10817-1,,504,,,,
605,My First Truck,10818-1,,632,,,,
606,My First Garden,10819-1,,632,,,,
607,Creative Building Basket,10820-1,,504,,,,
608,Sofia the First Magical Carriage,10822-1,,639,,,,
609,Batwing Adventure,10823-1,,653,,,,
610,Miles' Space Adventures,10824-1,,629,,,,
611,Miles' Exo-Flex Suit,10825-1,,629,,,,
612,Miles' Stellosphere Hangar,10826-1,,629,,,,
613,Mickey and Friends Beach House,10827-1,,641,,,,
614,Doc's Pet Vet Care,10828-1,,648,,,,
615,Mickey's Workshop,10829-1,,641,,,,
616,Minnie's Cafe,10830-1,,641,,,,
617,Supplementary Pack,1083-1,,534,,,,
618,My First Caterpillar,10831-1,,504,,,,
619,Birthday Picnic,10832-1,,636,,,,
620,Preschool,10833-1,,636,,,,
621,Pizzeria,10834-1,,636,,,,
622,Family House,10835-1,,636,,,,
623,Neighborhood (Town Square),10836-1,,636,,,,
624,Santa's Winter Holiday,10837-1,,504,,,,
625,Family Pets,10838-1,,636,,,,
626,Shooting Gallery,10839-1,,504,,,,
627,Big Fair,10840-1,,504,,,,
628,Fun Family Fair,10841-1,,504,,,,
629,Batcave Challenge,10842-1,,653,,,,
630,Mickey Racer,10843-1,,641,,,,
631,Minnie Mouse Bow-tique,10844-1,,641,,,,
632,My First Carousel,10845-1,,504,,,,
633,Flo's Café,10846-1,,506,,,,
634,My First Number Train,10847-1,,504,,,,
635,My First Bricks,10848-1,,505,,,,
636,My First Plane,10849-1,,504,,,,
637,My First Cakes,10850-1,,504,,,,
638,My First Bus,10851-1,,504,,,,
639,My First Bird,10852-1,,504,,,,
640,Creative Builder Box,10853-1,,505,,,,
641,Creative Box,10854-1,,505,,,,
642,Cinderella's Magical Castle,10855-1,,640,,,,
643,Mater's Shed,10856-1,,506,,,,
644,Piston Cup Race,10857-1,,506,,,,
645,My First Puzzle Pets,10858-1,,504,,,,
646,My First Ladybug,10859-1,,504,,,,
647,My First Race Car,10860-1,,504,,,,
648,Bulk Bucket,1086-1,,505,,,,
649,My First Emotions,10861-1,,504,,,,
650,My First Celebration,10862-1,,504,,,,
651,My First Animal Brick Box,10863-1,,504,,,,
652,Large Playground Brick Box,10864-1,,504,,,,
653,Fun Creations,10865-1,,504,,,,
654,Farmers' Market,10867-1,,632,,,,
655,Farm Pony Stable,10868-1,,632,,,,
656,Farm Adventures,10869-1,,632,,,,
657,Farm Animals,10870-1,,632,,,,
658,Airport,10871-1,,632,,,,
659,Train Bridge and Tracks,10872-1,,634,,,,
660,Minnie's Birthday Party,10873-1,,641,,,,
661,Steam Train,10874-1,,634,,,,
662,Cargo Train,10875-1,,634,,,,
663,Spider-Man & Hulk Adventures,10876-1,,630,,,,
664,Belle's Tea Party,10877-1,,640,,,,
665,Rapunzel's Tower,10878-1,,640,,,,
666,Gentle Giants Petting Zoo,10879-1,,504,,,,
667,T. Rex Tower,10880-1,,504,,,,
668,Road Burner,1088-1,,87,,,,
669,Mickey's Boat,10881-1,,641,,,,
670,Train Tracks,10882-1,,634,,,,
671,My First Tow Truck,10883-1,,504,,,,
672,My First Balancing Animals,10884-1,,504,,,,
673,My First Fun Puzzle,10885-1,,504,,,,
674,My First Car Creations,10886-1,,504,,,,
675,Creative Fun,10887-1,,504,,,,
676,Mickey's Vacation House,10889-1,,641,,,,
677,Basic Figures,1089-1,,534,,,,
678,Spider-Man vs. Electro,10893-1,,630,,,,
679,Toy Story Train,10894-1,,633,,,,
680,Emmet and Lucy's Visitors from the DUPLO Planet,10895-1,,504,,,,
681,My First Minnie Build,10897-1,,641,,,,
682,My First Mickey Build,10898-1,,641,,,,
683,Frozen Ice Castle,10899-1,,504,,,,
684,Police Bike,10900-1,,632,,,,
685,TECHNIC Control I,1090-1,,507,,,,
686,Fire Truck,10901-1,,632,,,,
687,Police Station,10902-1,,632,,,,
688,Fire Station,10903-1,,632,,,,
689,Baby Animals,10904-1,,504,,,,
690,Tropical Island,10906-1,,504,,,,
691,World Animals,10907-1,,504,,,,
692,Plane,10908-1,,632,,,,
693,Heart Box,10909-1,,504,,,,
694,Submarine Adventure,10910-1,,504,,,,
695,Brick Box,10913-1,,504,,,,
696,Deluxe Brick Box,10914-1,,504,,,,
697,Alphabet Truck,10915-1,,504,,,,
698,Fire Truck,10917-1,,504,,,,
699,Tow Truck,10918-1,,504,,,,
700,Batcave,10919-1,,653,,,,
701,Elsa & Olaf's Tea Party,10920-1,,504,,,,
702,TECHNIC Control II,1092-1,,507,,,,
703,Super Heroes Lab,10921-1,,630,,,,
704,Ariel's Undersea Castle,10922-1,,640,,,,
705,Lightning McQueen's Race Day,10924-1,,506,,,,
706,Playroom,10925-1,,504,,,,
707,Bedroom,10926-1,,504,,,,
708,Pizza Stand,10927-1,,632,,,,
709,Bakery,10928-1,,632,,,,
710,Modular Playhouse,10929-1,,504,,,,
711,Bulldozer,10930-1,,632,,,,
712,Truck & Tracked Excavator,10931-1,,632,,,,
713,Wrecking Ball Demolition,10932-1,,632,,,,
714,Tower Crane & Construction,10933-1,,632,,,,
715,Creative Animals,10934-1,,504,,,,
716,Batman: Arkham Asylum Breakout,10937-1,,697,,,,
717,Johnny Thunder,1094-1,,297,,,,
718,Mickey & Minnie Birthday Train,10941-1,,641,,,,
719,Happy Childhood Moments,10943-1,,504,,,,
720,Farm Animal Care,10949-1,,632,,,,
721,Farm Tractor & Animal Care,10950-1,,632,,,,
722,Super Sub,1095-1,,311,,,,
723,Horse Stable and Pony Care,10951-1,,632,,,,
724,"Barn, Tractor & Farm Animal Care",10952-1,,632,,,,
725,Unicorn,10953-1,,504,,,,
726,Animal Train,10955-1,,504,,,,
727,Fire Helicopter & Police Car,10957-1,,504,,,,
728,Creative Birthday Party,10958-1,,504,,,,
729,Race Buggy,1096-1,,82,,,,
730,Res-Q Runner,1097-1,,92,,,,
731,Hang Glider,1098-1,,87,,,,
732,Ninja Blaster,1099-1,,434,,,,
733,Bulldozer Chain Links,1-Jan,,453,,,,
734,Mini-Wheel Model Maker No. 1,1-Oct,,423,,,,
735,Sky Pirates,1100-1,,68,,,,
736,Bricks and Ideas,11001-1,,621,,,,
737,Basic Brick Set,11002-1,,621,,,,
738,Bricks and Eyes,11003-1,,621,,,,
739,Windows of Creativity,11004-1,,621,,,,
740,Creative Fun,11005-1,,621,,,,
741,Creative Blue Bricks,11006-1,,621,,,,
742,Creative Green Bricks,11007-1,,621,,,,
743,Bricks and Houses,11008-1,,621,,,,
744,Bricks and Lights,11009-1,,621,,,,
745,Universal Building Set,110-1,,469,,,,
746,White Baseplate,11010-1,,621,,,,
747,Replacement 4.5V Motor,1101-1,,443,,,,
748,Bricks and Animals,11011-1,,621,,,,
749,Creative White Bricks,11012-1,,621,,,,
750,Creative Transparent Bricks,11013-1,,621,,,,
751,Bricks and Wheels,11014-1,,621,,,,
752,Creative Building Bricks,11016-1,,621,,,,
753,Motor Bushes,1102-1,,456,,,,
754,Battery Box,1103-1,,443,,,,
755,DNA Student Set,1103-2,,517,,,,
756,Battery Cables (75cm),1104-1,,443,,,,
757,Crawler Tracks,1105-1,,443,,,,
758,Battery Tender,1106-1,,456,,,,
759,Basic Building Set,1106-2,,470,,,,
760,Signal and Direction-Change Switch,1107-1,,456,,,,
761,Magnetic Couplings,1108-1,,456,,,,
762,Magnetic Couplings for Railway Car,1109-1,,456,,,,
763,Basic Souvenir Box,1-Nov,,469,,,,
764,Train Wheels,1110-1,,456,,,,
765,Universal Building Set,111-1,,469,,,,
766,Rubber Rims for Locomotive Wheels,1111-1,,456,,,,
767,Starter Train Set without Motor,111-2,,235,,,,
768,Train Sliding Wheel Blocks,1112-1,,456,,,,
769,Motor Frame and Couplers,1113-1,,443,,,,
770,Motor Frame,1114-1,,443,,,,
771,4.5V Lighting Brick (2 x 2),1115-1,,443,,,,
772,"Chain Links, Small",1116-1,,443,,,,
773,"Boat Weight, Red",1118-1,,443,,,,
774,Garmadon,111901-1,,435,,,,
775,Wu,111902-1,,435,,,,
776,Kai vs. Wyplash,111903-1,,435,,,,
777,Jay vs. Lasha,111904-1,,435,,,,
778,Locomotive Piston Assemblies,1119-1,,456,,,,
779,Small Basic Set,1-Dec,,433,,,,
780,Small Pre-School Basic Set,11-Feb,,433,,,,
781,Cole vs. Nindroid,112005-1,,435,,,,
782,Lloyd vs. Stone Warrior,112006-1,,435,,,,
783,Wu vs. Skulkin,112007-1,,435,,,,
784,Kai vs. Lasha,112008-1,,435,,,,
785,Tires (42 mm),1120-1,,443,,,,
786,Universal Building Set,112-1,,469,,,,
787,Wu vs. Garmadon,112109-1,,435,,,,
788,"Propellers, Wheels and Rotor Unit",1121-1,,443,,,,
789,Locomotive with Motor,112-2,,235,,,,
790,Hinges,1122-1,,443,,,,
791,2 40 x 40 Baseplates,112-3,,371,,,,
792,"Ball and Socket Couplings, Articulated Joint",1123-1,,443,,,,
793,Digger Bucket,1124-1,,443,,,,
794,Crane Grab,1125-1,,443,,,,
795,"Jack Complete Assembly, Blue",1126-1,,443,,,,
796,Santa,1127-1,,227,,,,
797,Santa on Skis,1128-1,,227,,,,
798,Spread Bag,1129-1,,473,,,,
799,Santa on Reindeer,1129-2,,227,,,,
800,Locomotive Traction Tires,11-Mar,,456,,,,
801,Storage Folder for Building Instructions (16 Internal Pockets),1130-1,,443,,,,
802,Universal Building Set,113-1,,469,,,,
803,Tires (42 mm) and Hubs,1131-1,,453,,,,
804,Motorized Train Set,113-2,,235,,,,
805,Hinges,1132-1,,443,,,,
806,Brick Hinges,1133-1,,443,,,,
807,Battery Wagon,1134-1,,456,,,,
808,"Battery Cable Kit: 12 Connectors, 3m Cable",1135-1,,443,,,,
809,"Battery Cable Kit: 16 Connectors, 3m Cable",1135-2,,443,,,,
810,"Battery Cable Kit: 20 Connectors, 3m Cable",1135-3,,443,,,,
811,"Buffers, Magnetic Couplers",1136-1,,456,,,,
812,Train Couplings,1137-1,,456,,,,
813,Replacement Rubber Wheel Treads for Trains,1138-1,,456,,,,
814,Motor-Mount Plate with Magnetic Couplers,1139-1,,456,,,,
815,12V Light Bricks,1140-1,,443,,,,
816,Universal Building Set,114-1,,469,,,,
817,Wheel Bricks with Small Red Train Wheels,1141-1,,456,,,,
818,Small Train Set,114-2,,235,,,,
819,Wheel Bricks with Small Black Train-Wheels,1142-1,,456,,,,
820,Wheel Bricks with Large Red Train Wheels,1143-1,,456,,,,
821,Train Baseplate,1144-1,,456,,,,
822,Bogie Plate,1145-1,,456,,,,
823,"Pushrods, Cylinder Housings",1146-1,,456,,,,
824,"Light Prisms & Holder, Red/Yellow Light Covers",1147-1,,456,,,,
825,Differential,1148-1,,453,,,,
826,Air Police,1149-1,,100,,,,
827,Bulldozer Chainlinks,1149-2,,453,,,,
828,Replacement Motor 12V,1150-1,,443,,,,
829,Building Set,115-1,,469,,,,
830,Train Power Pick-Up Blocks,1151-1,,456,,,,
831,Starter Train Set with Motor,115-2,,235,,,,
832,Electric Wire,1152-1,,456,,,,
833,Battery Control Unit,1154-1,,453,,,,
834,"TECHNIC Pneumatic Tubing, 40cm +100cm",1160-1,,453,,,,
835,Starter Train Set with Motor,116-1,,235,,,,
836,TECHNIC Pneumatic Pump Cylinder 48mm,1161-1,,453,,,,
837,Deluxe Motorized Train Set,116-2,,235,,,,
838,TECHNIC Pneumatic Piston Cylinder 48mm,1162-1,,453,,,,
839,TECHNIC Pneumatic Piston Cylinder 60mm,1163-1,,453,,,,
840,TECHNIC Pneumatic 2 Way Valve and Nonreturn Valve,1164-1,,453,,,,
841,Battery Box,1168-1,,1,,,,
842,Bogie Plates,1169-1,,456,,,,
843,Replacement Train Battery Tender,1170-1,,456,,,,
844,Locomotive without Motor,117-1,,235,,,,
845,Lighting Brick with Red and Blue Globes,1171-1,,443,,,,
846,Bricks Bricks Plates,11717-1,,621,,,,
847,Colored Globes,1172-1,,443,,,,
848,Motorhome for Basic Motor 4.5V/Train Motor 12V,1174-1,,443,,,,
849,4.5v TECHNIC Motor,1175-1,,453,,,,
850,Gear Racks and Turntables,1176-1,,453,,,,
851,Santa In Truck with Polar Bear,1177-1,,227,,,,
852,"Siren, Black",1178-1,,443,,,,
853,Replacement Space Siren,1179-1,,443,,,,
854,Space Port Moon Buggy,1180-1,,93,,,,
855,Electronic Train,118-1,,235,,,,
856,Space Port Spacecraft,1181-1,,93,,,,
857,Small Train Set,118-2,,235,,,,
858,Adventurers Raft,1182-1,,297,,,,
859,Motorized Freight or Passenger Train (Sears Exclusive),118-3,,235,,,,
860,Mummy and Cart,1183-1,,297,,,,
861,Cart,1184-1,,434,,,,
862,Raft,1185-1,,434,,,,
863,Cart,1186-1,,434,,,,
864,Glider,1187-1,,434,,,,
865,Fire Formula,1188-1,,87,,,,
866,Rocket Boat,1189-1,,87,,,,
867,Retro Buggy,1190-1,,87,,,,
868,Brickmaster: Fight The Power Of The Snakes,11903-1,,497,,,,
869,Super Train Set,119-1,,235,,,,
870,Micro-Scale Space Cruiser,11910-1,,126,,,,
871,Try Bird,1191-1,,87,,,,
872,Parts for Wooden Minifigure,11926-1,,683,,,,
873,Water Park Tub,1193-1,,632,,,,
874,Robot,11938-1,,22,,,,
875,Octopus,11939-1,,22,,,,
876,Fortress,11940-1,,22,,,,
877,Classic Building Table,1194-1,,470,,,,
878,Frog,11941-1,,22,,,,
879,Lunar Lander,11942-1,,22,,,,
880,Ant,11943-1,,22,,,,
881,Skull,11944-1,,22,,,,
882,Steam Locomotive,11945-1,,22,,,,
883,Penguin,11946-1,,22,,,,
884,Carnivorous Plant,11948-1,,22,,,,
885,Alien Encounter,1195-1,,135,,,,
886,Biker with Bicycle,1196-1,,458,,,,
887,Telekom Race Cyclist and Television Motorbike,1197-1,,458,,,,
888,Crown Gears,1197-2,,453,,,,
889,Service Team - 2 Bikers with Service Tools,1198-1,,458,,,,
890,Winning Team,1199-1,,458,,,,
891,Hero Recon Team,11995-1,,400,,,,
892,"LEGO Town Plan Board, Large Plastic",1200-1,,372,,,,
893,"LEGO Town Plan Board, Small Plastic",1200-2,,372,,,,
894,LEGO Town Plan Wooden Board,1200M-1,,372,,,,
895,Complete Freight Train Set with Tipper Trucks,120-1,,235,,,,
896,Chicken Run,1201-2,,505,,,,
897,Small Basic Set,120-2,,366,,,,
898,racer polybag,1202-1,,125,,,,
899,"Turntables (4 x 4), Turntables (2 x 2)",1203-1,,443,,,,
900,"Fences, Red and Black",1204-1,,443,,,,
901,Basic Building Set,120438-1,,469,,,,
902,Keys for Wind-Up Motor,1205-1,,443,,,,
903,"Round Bricks (2 x 2), White",1206-1,,443,,,,
904,"Turntables (4 x 4), Red",1207-1,,443,,,,
905,"Inverted Slope Bricks, Assorted, Red",1208-1,,443,,,,
906,Fences and Gates,1209-1,,443,,,,
907,Blue Space Elements,12-Jan,,452,,,,
908,Winch Block and Hook Assembly,1210-1,,443,,,,
909,Small Store Set,1210-2,,372,,,,
910,Roadster,121-1,,390,,,,
911,Space Stands and Brackets,1211-1,,443,,,,
912,Small House Set,1211-2,,372,,,,
913,"Rocket Tops, Black",1212-1,,443,,,,
914,Small House - Left Set,1212-2,,372,,,,
915,Space Radar Disks,1213-1,,452,,,,
916,Small House - Right Set,1213-2,,372,,,,
917,Upper Part of Motorhome for 4.5V/12V Trainmotor,1214-1,,456,,,,
918,Windows and Doors,1214-2,,371,,,,
919,The LEGO Ninjago Movie Official Annual 2018,12142020-1,,497,,,,
920,Nexo Knights: Nexo Powers Rule!,12147980-1,,497,,,,
921,Ninjago: Sky Pirates Attack!,12148079-1,,497,,,,
922,Train Motor 4.5V Type II Lower Housing,1215-1,,456,,,,
923,2 x 8 & 2 x 10 Bricks,1215-2,,371,,,,
924,Semaphores with Feet,1216-1,,456,,,,
925,4 x 4 Corner Bricks,1216-2,,371,,,,
926,Yellow Girder Beams & Plates,1217-1,,453,,,,
927,2 x 4 Bricks,1217-2,,371,,,,
928,Baby Raptor and Nest,121801-1,,602,,,,
929,Owen and Lookout Tower,121802-1,,602,,,,
930,Blue Girder Beams & Plates,1218-1,,453,,,,
931,2 x 3 Bricks,1218-2,,371,,,,
932,Raptor Ambush,121903-1,,602,,,,
933,Owen with Baby Raptor,121904-1,,602,,,,
934,TECHNIC Beams & Plates [Red],1219-1,,453,,,,
935,2 x 2 Bricks,1219-2,,371,,,,
936,Medium Pre-School Set,12-Feb,,433,,,,
937,Tyrannosaurus Rex,122005-1,,602,,,,
938,Triceratops,122006-1,,602,,,,
939,Owen with Canoe,122007-1,,602,,,,
940,Dino Lab,122008-1,,602,,,,
941,Vic Hoskins with Buggy,122009-1,,602,,,,
942,Black Girder Beams & Plates,1220-1,,453,,,,
943,Baby Dino Transport,122010-1,,602,,,,
944,The Ninjago Movie: Garmageddon in Ninjago City!,12201420-1,,497,,,,
945,1 x 2 Bricks,1220-2,,371,,,,
946,Ninjago: Spinning Power,12202014-1,,497,,,,
947,Loco and Tender,122-1,,235,,,,
948,TECHNIC beams - yellow,1221-1,,453,,,,
949,Stegosaurus,122111-1,,602,,,,
950,1 x 1 Bricks,1221-2,,371,,,,
951,TECHNIC beams - blue,1222-1,,453,,,,
952,1 x 1 Round Bricks,1222-2,,371,,,,
953,TECHNIC beams - black,1223-1,,453,,,,
954,2 x 2 & 2 x 4 Curved Bricks,1223-2,,371,,,,
955,2 x 2 Curved Bricks,1223-3,,371,,,,
956,TECHNIC Beams [Red],1224-1,,453,,,,
957,8 Danish Named Beams,1224.1-1,,371,,,,
958,8 Named Beams,1224-2,,371,,,,
959,1 x 6 and 1 x 8 Bricks,1224A-1,,371,,,,
960,Assortment of Axles,1225-1,,453,,,,
961,Mixed Plates Parts Pack,1225-2,,371,,,,
962,Tractor Tires & Hubs,1226-1,,453,,,,
963,6 x 8 & 2 x 8 Plates,1226-2,,371,,,,
964,Gear Wheel Assortment,1227-1,,453,,,,
965,4 x 8 & 2 x 8 Plates,1227-2,,371,,,,
966,Differential Gear Housing,1228-1,,453,,,,
967,4 x 8 Curved & 2 x 8 Plates,1228-2,,371,,,,
968,TECHNIC Chainlinks,1229-1,,453,,,,
969,Wheel Bearings for Locomotives,12-Mar,,456,,,,
970,TECHNIC Bulldozer Chainlinks,1230-1,,453,,,,
971,Windows and Door without Glass,1230-2,,371,,,,
972,Passenger Coach,123-1,,235,,,,
973,X-Large Tires & Hubs,1231-1,,453,,,,
974,"Windows and Door with Glass, Red",1231-2,,371,,,,
975,"Windows and Door with Glass, White",1231-3,,371,,,,
976,Toggle Joints & Connectors,1232-1,,453,,,,
977,Axle Assortment,1233-1,,453,,,,
978,Light Masts,1233-2,,371,,,,
979,Gear Wheel Assortment,1234-1,,453,,,,
980,"Replacement Gearbox for Electric, Motor 4.5V/12V Type II 12 x 4 x 3 1/3",1234-3,,443,,,,
981,Differential Gear Housing,1235-1,,453,,,,
982,Garage Plate and Door,1235-2,,371,,,,
983,TECHNIC wheels with hubs,1236-1,,453,,,,
984,Garage,1236-2,,372,,,,
985,12V Technic Motor,1236-3,,453,,,,
986,Honda Promotional Set,1237-1,,14,,,,
987,Subzero,1239-1,,125,,,,
988,Remote Control for Electric Points,1239-2,,456,,,,
989,"Hinges and Tilted Bearings, Light Gray",1240-1,,443,,,,
990,8 Road Signs,1240-2,,371,,,,
991,Goods Wagon,124-1,,235,,,,
992,Digger Bucket Assembly,1241-1,,443,,,,
993,8 Road Signs,1241-2,,371,,,,
994,Crane Grab and Winch,1242-1,,443,,,,
995,International Flags,1242-2,,371,,,,
996,5 Danish Flags,1242D-1,,371,,,,
997,Hinges and Couplings,1243-1,,443,,,,
998,Runway Plates,1244-1,,443,,,,
999,T- and Intersection Plates,1245-1,,443,,,,
1000,Lighting Device Pack,1245-2,,371,,,,
1001,Helicopter,1246-1,,80,,,,
1002,Patrol Car,1247-1,,80,,,,
1003,Esso Pumps/Sign,1247-2,,371,,,,
1004,Fire Boat,1248-1,,74,,,,
1005,Painted Trees and Bushes,1248-2,,371,,,,
1006,Tri-motorbike,1249-1,,78,,,,
1007,Dragster,1250-1,,82,,,,
1008,Tipping Wagon,125-1,,235,,,,
1009,Go-Cart,1251-1,,82,,,,
1010,Building Set,125-2,,469,,,,
1011,Shell Tanker,1252-1,,99,,,,
1012,Shell Car Transporter,1253-1,,50,,,,
1013,Shell Select Shop,1254-1,,99,,,,
1014,Shell Car Wash,1255-1,,99,,,,
1015,Shell Petrol Pump,1256-1,,99,,,,
1016,Trike Buggy,1257-1,,13,,,,
1017,Propellor Buggy,1258-1,,11,,,,
1018,Motorbike,1259-1,,13,,,,
1019,Car,1260-1,,12,,,,
1020,1:87 Twenty Four Models,1260-2,,368,,,,
1021,Steam Locomotive (Push),126-1,,235,,,,
1022,Tea with Bumblebee,1261-1,,660,,,,
1023,Easter Bunny,1263-1,,229,,,,
1024,Easter Chicks,1264-1,,229,,,,
1025,Moon Buggy,1265-1,,93,,,,
1026,Space Probe,1266-1,,93,,,,
1027,Shock Absorbers,1267-1,,453,,,,
1028,Bike Blaster,1268-1,,13,,,,
1029,White Ninja,1269-1,,434,,,,
1030,Trial Size Bag - Chromika,1270-2,,37,,,,
1031,Train Set,127-1,,235,,,,
1032,Jungle Surprise,1271-1,,299,,,,
1033,Traffic Police Set,1271-2,,372,,,,
1034,Blue Racer,1272-1,,91,,,,
1035,Red Four Wheel Driver,1273-1,,91,,,,
1036,Light Hover,1274-1,,442,,,,
1037,Chainsaw Bulldozer,1275-1,,442,,,,
1038,Helicopter Transport,1276-1,,442,,,,
1039,Drill Craft,1277-1,,442,,,,
1040,Johnny Thunder and Baby T,1278-1,,298,,,,
1041,Aeroplane,1279-1,,298,,,,
1042,City: Space Adventures!,12798014-1,,497,,,,
1043,Microcopter,1280-1,,298,,,,
1044,Taxi Station,128-1,,390,,,,
1045,Aeroplane,1281-1,,298,,,,
1046,Mobile Crane (Train Base),128-2,,235,,,,
1047,Blue Racer,1282-1,,91,,,,
1048,Mobile Crane (Plate Base),128-3,,235,,,,
1049,Red Four Wheel Driver,1283-1,,91,,,,
1050,Green Buggy,1284-1,,91,,,,
1051,Yellow Tiger,1285-1,,91,,,,
1052,King Leo's Cart,1286-1,,197,,,,
1053,Crossbows,1287-1,,197,,,,
1054,Fire Cart,1288-1,,197,,,,
1055,Catapult,1289-1,,197,,,,
1056,Kabaya Promotional Set: Red (Volcano Climber) RoboRider,1290-1,,16,,,,
1057,Power Bike,1291-1,,16,,,,
1058,Kabaya Promotional Set: White (Ice Explorer) RoboRider,1292-1,,16,,,,
1059,Kabaya Promotional Set: Yellow/Green (Swamp Craft) RoboRider,1293-1,,16,,,,
1060,Fire Helicopter,1294-1,,74,,,,
1061,Water Rider,1295-1,,87,,,,
1062,Land Scooper,1296-1,,72,,,,
1063,Speed Patroller,1297-1,,80,,,,
1064,Classic Basic Advent Calendar 1998,1298-1,,212,,,,
1065,Velveeta Set No. 1,1-Mar,,366,,,,
1066,Lego Mosaik Set (Small),1300-1,,370,,,,
1067,Wagon with Double Tippers,130-1,,235,,,,
1068,Wheels and Strings,1305-1,,524,,,,
1069,VW Garage,1306-1,,372,,,,
1070,VW Auto Showroom,1307-1,,372,,,,
1071,"Sports Bag, Pink",13078-1,,501,,,,
1072,Fire Station,1308-1,,372,,,,
1073,Church,1309-1,,372,,,,
1074,"Pencil Case, Pink (Horses)",13098-1,,501,,,,
1075,Gray Space Elements,13-Jan,,452,,,,
1076,ESSO Filling Station,1310-1,,372,,,,
1077,Passenger Coach,131-1,,235,,,,
1078,Stop bush / Small pulley,1314-1,,1,,,,
1079,"Wheeled Carry-on Luggage, Pink (Horses)",13148-1,,501,,,,
1080,Piston Rod,1315-1,,1,,,,
1081,Connector peg,1316-1,,1,,,,
1082,TECHNIC Chainlinks,1317-1,,1,,,,
1083,Gears Small,1318-1,,1,,,,
1084,Gears Large,1319-1,,1,,,,
1085,Large Pre-School Basic Set,13-Feb,,433,,,,
1086,Differential and Bevel Gears,1320-1,,1,,,,
1087,Cottage,132-1,,390,,,,
1088,Worm Gear and Racks,1321-1,,1,,,,
1089,Port Crane and Flat Waggon,132-2,,235,,,,
1090,"Pulleys, Tires, and Steering Wheels",1322-1,,1,,,,
1091,Hubs and Tyres,1323-1,,524,,,,
1092,Rubber Bands and String,1324-1,,1,,,,
1093,Assorted Spare Axles,1325-1,,1,,,,
1094,"Spare Axles, 12L",1326-1,,1,,,,
1095,Red/Black Plates,1327-1,,524,,,,
1096,Red/Black Plates,1328-1,,524,,,,
1097,Red/Black Plates,1329-1,,525,,,,
1098,Train Motor Plate with Buffers,13-Mar,,456,,,,
1099,Red/Black Plates,1330-1,,525,,,,
1100,Locomotive (Push),133-1,,235,,,,
1101,Red/Blue Bricks,1331-1,,525,,,,
1102,Red/Blue Beams,1332-1,,525,,,,
1103,Red/Blue Beams,1333-1,,525,,,,
1104,Motors (4.5V),1334-1,,525,,,,
1105,Battery Boxes (4.5v),1335-1,,525,,,,
1106,Pole Reverser Switches for Battery Box,1336-1,,1,,,,
1107,Connecting Leads,1337-1,,1,,,,
1108,Angles Swivels Turntables,1338-1,,524,,,,
1109,The Lego Batman Movie: Chaos in Gotham City,1338112120-1,,497,,,,
1110,Make Your Own Movie,1338137204-1,,497,,,,
1111,TECHNIC parts,1339-1,,1,,,,
1112,Weight Bricks,1340-1,,1,,,,
